"path_to_dir","tags","width","height","fx","cx","fy","cy","k1","k2","p1","p2","k3"
"2011_09_26/2011_09_26_drive_0002_extract/image_03/data","kitti,image_03,2011_09_26,0002,valid",1392,512,904,696,902,224,-0.364,0.179,0.000603,-0.000392,-0.0538
"2011_09_26/2011_09_26_drive_0005_extract/image_03/data","kitti,image_03,2011_09_26,0005,train",1392,512,904,696,902,224,-0.364,0.179,0.000603,-0.000392,-0.0538
"2011_09_26/2011_09_26_drive_0009_extract/image_03/data","kitti,image_03,2011_09_26,0009,valid",1392,512,904,696,902,224,-0.364,0.179,0.000603,-0.000392,-0.0538
"2011_09_26/2011_09_26_drive_0011_extract/image_03/data","kitti,image_03,2011_09_26,0011,train",1392,512,904,696,902,224,-0.364,0.179,0.000603,-0.000392,-0.0538
"2011_09_26/2011_09_26_drive_0013_extract/image_03/data","kitti,image_03,2011_09_26,0013,valid",1392,512,904,696,902,224,-0.364,0.179,0.000603,-0.000392,-0.0538
"2011_09_26/2011_09_26_drive_0014_extract/image_03/data","kitti,image_03,2011_09_26,0014,train",1392,512,904,696,902,224,-0.364,0.179,0.000603,-0.000392,-0.0538
"2011_09_26/2011_09_26_drive_0015_extract/image_03/data","kitti,image_03,2011_09_26,0015,valid",1392,512,904,696,902,224,-0.364,0.179,0.000603,-0.000392,-0.0538
"2011_09_26/2011_09_26_drive_0017_extract/image_03/data","kitti,image_03,2011_09_26,0017,train",1392,512,904,696,902,224,-0.364,0.179,0.000603,-0.000392,-0.0538
"2011_09_26/2011_09_26_drive_0018_extract/image_03/data","kitti,image_03,2011_09_26,0018,valid",1392,512,904,696,902,224,-0.364,0.179,0.000603,-0.000392,-0.0538
"2011_09_26/2011_09_26_drive_0019_extract/image_03/data","kitti,image_03,2011_09_26,0019,train",1392,512,904,696,902,224,-0.364,0.179,0.000603,-0.000392,-0.0538
"2011_09_26/2011_09_26_drive_0020_extract/image_03/data","kitti,image_03,2011_09_26,0020,valid",1392,512,904,696,902,224,-0.364,0.179,0.000603,-0.000392,-0.0538
"2011_09_26/2011_09_26_drive_0022_extract/image_03/data","kitti,image_03,2011_09_26,0022,train",1392,512,904,696,902,224,-0.364,0.179,0.000603,-0.000392,-0.0538
"2011_09_26/2011_09_26_drive_0023_extract/image_03/data","kitti,image_03,2011_09_26,0023,valid",1392,512,904,696,902,224,-0.364,0.179,0.000603,-0.000392,-0.0538
"2011_09_26/2011_09_26_drive_0027_extract/image_03/data","kitti,image_03,2011_09_26,0027,train",1392,512,904,696,902,224,-0.364,0.179,0.000603,-0.000392,-0.0538
"2011_09_26/2011_09_26_drive_0028_extract/image_03/data","kitti,image_03,2011_09_26,0028,valid",1392,512,904,696,902,224,-0.364,0.179,0.000603,-0.000392,-0.0538
"2011_09_26/2011_09_26_drive_0029_extract/image_03/data","kitti,image_03,2011_09_26,0029,train",1392,512,904,696,902,224,-0.364,0.179,0.000603,-0.000392,-0.0538
"2011_09_26/2011_09_26_drive_0032_extract/image_03/data","kitti,image_03,2011_09_26,0032,valid",1392,512,904,696,902,224,-0.364,0.179,0.000603,-0.000392,-0.0538
"2011_09_26/2011_09_26_drive_0035_extract/image_03/data","kitti,image_03,2011_09_26,0035,train",1392,512,904,696,902,224,-0.364,0.179,0.000603,-0.000392,-0.0538
"2011_09_26/2011_09_26_drive_0036_extract/image_03/data","kitti,image_03,2011_09_26,0036,valid",1392,512,904,696,902,224,-0.364,0.179,0.000603,-0.000392,-0.0538
"2011_09_26/2011_09_26_drive_0039_extract/image_03/data","kitti,image_03,2011_09_26,0039,train",1392,512,904,696,902,224,-0.364,0.179,0.000603,-0.000392,-0.0538
"2011_09_26/2011_09_26_drive_0046_extract/image_03/data","kitti,image_03,2011_09_26,0046,valid",1392,512,904,696,902,224,-0.364,0.179,0.000603,-0.000392,-0.0538
"2011_09_26/2011_09_26_drive_0048_extract/image_03/data","kitti,image_03,2011_09_26,0048,train",1392,512,904,696,902,224,-0.364,0.179,0.000603,-0.000392,-0.0538
"2011_09_26/2011_09_26_drive_0051_extract/image_03/data","kitti,image_03,2011_09_26,0051,valid",1392,512,904,696,902,224,-0.364,0.179,0.000603,-0.000392,-0.0538
"2011_09_26/2011_09_26_drive_0052_extract/image_03/data","kitti,image_03,2011_09_26,0052,train",1392,512,904,696,902,224,-0.364,0.179,0.000603,-0.000392,-0.0538
"2011_09_26/2011_09_26_drive_0056_extract/image_03/data","kitti,image_03,2011_09_26,0056,valid",1392,512,904,696,902,224,-0.364,0.179,0.000603,-0.000392,-0.0538
"2011_09_26/2011_09_26_drive_0057_extract/image_03/data","kitti,image_03,2011_09_26,0057,train",1392,512,904,696,902,224,-0.364,0.179,0.000603,-0.000392,-0.0538
"2011_09_26/2011_09_26_drive_0059_extract/image_03/data","kitti,image_03,2011_09_26,0059,valid",1392,512,904,696,902,224,-0.364,0.179,0.000603,-0.000392,-0.0538
"2011_09_26/2011_09_26_drive_0060_extract/image_03/data","kitti,image_03,2011_09_26,0060,train",1392,512,904,696,902,224,-0.364,0.179,0.000603,-0.000392,-0.0538
"2011_09_26/2011_09_26_drive_0061_extract/image_03/data","kitti,image_03,2011_09_26,0061,valid",1392,512,904,696,902,224,-0.364,0.179,0.000603,-0.000392,-0.0538
"2011_09_26/2011_09_26_drive_0064_extract/image_03/data","kitti,image_03,2011_09_26,0064,train",1392,512,904,696,902,224,-0.364,0.179,0.000603,-0.000392,-0.0538
"2011_09_26/2011_09_26_drive_0070_extract/image_03/data","kitti,image_03,2011_09_26,0070,valid",1392,512,904,696,902,224,-0.364,0.179,0.000603,-0.000392,-0.0538
"2011_09_26/2011_09_26_drive_0079_extract/image_03/data","kitti,image_03,2011_09_26,0079,train",1392,512,904,696,902,224,-0.364,0.179,0.000603,-0.000392,-0.0538
"2011_09_26/2011_09_26_drive_0084_extract/image_03/data","kitti,image_03,2011_09_26,0084,valid",1392,512,904,696,902,224,-0.364,0.179,0.000603,-0.000392,-0.0538
"2011_09_26/2011_09_26_drive_0086_extract/image_03/data","kitti,image_03,2011_09_26,0086,train",1392,512,904,696,902,224,-0.364,0.179,0.000603,-0.000392,-0.0538
"2011_09_26/2011_09_26_drive_0087_extract/image_03/data","kitti,image_03,2011_09_26,0087,valid",1392,512,904,696,902,224,-0.364,0.179,0.000603,-0.000392,-0.0538
"2011_09_26/2011_09_26_drive_0091_extract/image_03/data","kitti,image_03,2011_09_26,0091,train",1392,512,904,696,902,224,-0.364,0.179,0.000603,-0.000392,-0.0538
"2011_09_26/2011_09_26_drive_0093_extract/image_03/data","kitti,image_03,2011_09_26,0093,valid",1392,512,904,696,902,224,-0.364,0.179,0.000603,-0.000392,-0.0538
"2011_09_26/2011_09_26_drive_0095_extract/image_03/data","kitti,image_03,2011_09_26,0095,train",1392,512,904,696,902,224,-0.364,0.179,0.000603,-0.000392,-0.0538
"2011_09_26/2011_09_26_drive_0096_extract/image_03/data","kitti,image_03,2011_09_26,0096,valid",1392,512,904,696,902,224,-0.364,0.179,0.000603,-0.000392,-0.0538
"2011_09_26/2011_09_26_drive_0101_extract/image_03/data","kitti,image_03,2011_09_26,0101,train",1392,512,904,696,902,224,-0.364,0.179,0.000603,-0.000392,-0.0538
"2011_09_26/2011_09_26_drive_0104_extract/image_03/data","kitti,image_03,2011_09_26,0104,valid",1392,512,904,696,902,224,-0.364,0.179,0.000603,-0.000392,-0.0538
"2011_09_26/2011_09_26_drive_0106_extract/image_03/data","kitti,image_03,2011_09_26,0106,train",1392,512,904,696,902,224,-0.364,0.179,0.000603,-0.000392,-0.0538
"2011_09_26/2011_09_26_drive_0113_extract/image_03/data","kitti,image_03,2011_09_26,0113,valid",1392,512,904,696,902,224,-0.364,0.179,0.000603,-0.000392,-0.0538
"2011_09_26/2011_09_26_drive_0117_extract/image_03/data","kitti,image_03,2011_09_26,0117,train",1392,512,904,696,902,224,-0.364,0.179,0.000603,-0.000392,-0.0538
"2011_09_26/2011_09_26_drive_0119_extract/image_03/data","kitti,image_03,2011_09_26,0119,valid",1392,512,904,696,902,224,-0.364,0.179,0.000603,-0.000392,-0.0538
"2011_09_28/2011_09_28_drive_0001_extract/image_03/data","kitti,image_03,2011_09_28,0001,test",1392,512,904,696,902,224,-0.364,0.179,0.000603,-0.000392,-0.0538
"2011_09_28/2011_09_28_drive_0002_extract/image_03/data","kitti,image_03,2011_09_28,0002,test",1392,512,904,696,902,224,-0.364,0.179,0.000603,-0.000392,-0.0538
"2011_09_28/2011_09_28_drive_0016_extract/image_03/data","kitti,image_03,2011_09_28,0016,test",1392,512,904,696,902,224,-0.364,0.179,0.000603,-0.000392,-0.0538
"2011_09_28/2011_09_28_drive_0021_extract/image_03/data","kitti,image_03,2011_09_28,0021,test",1392,512,904,696,902,224,-0.364,0.179,0.000603,-0.000392,-0.0538
"2011_09_28/2011_09_28_drive_0034_extract/image_03/data","kitti,image_03,2011_09_28,0034,test",1392,512,904,696,902,224,-0.364,0.179,0.000603,-0.000392,-0.0538
"2011_09_28/2011_09_28_drive_0035_extract/image_03/data","kitti,image_03,2011_09_28,0035,test",1392,512,904,696,902,224,-0.364,0.179,0.000603,-0.000392,-0.0538
"2011_09_28/2011_09_28_drive_0037_extract/image_03/data","kitti,image_03,2011_09_28,0037,test",1392,512,904,696,902,224,-0.364,0.179,0.000603,-0.000392,-0.0538
"2011_09_28/2011_09_28_drive_0038_extract/image_03/data","kitti,image_03,2011_09_28,0038,test",1392,512,904,696,902,224,-0.364,0.179,0.000603,-0.000392,-0.0538
"2011_09_28/2011_09_28_drive_0039_extract/image_03/data","kitti,image_03,2011_09_28,0039,test",1392,512,904,696,902,224,-0.364,0.179,0.000603,-0.000392,-0.0538
"2011_09_28/2011_09_28_drive_0043_extract/image_03/data","kitti,image_03,2011_09_28,0043,test",1392,512,904,696,902,224,-0.364,0.179,0.000603,-0.000392,-0.0538
"2011_09_28/2011_09_28_drive_0045_extract/image_03/data","kitti,image_03,2011_09_28,0045,test",1392,512,904,696,902,224,-0.364,0.179,0.000603,-0.000392,-0.0538
"2011_09_28/2011_09_28_drive_0047_extract/image_03/data","kitti,image_03,2011_09_28,0047,test",1392,512,904,696,902,224,-0.364,0.179,0.000603,-0.000392,-0.0538
"2011_09_28/2011_09_28_drive_0053_extract/image_03/data","kitti,image_03,2011_09_28,0053,test",1392,512,904,696,902,224,-0.364,0.179,0.000603,-0.000392,-0.0538
"2011_09_28/2011_09_28_drive_0054_extract/image_03/data","kitti,image_03,2011_09_28,0054,test",1392,512,904,696,902,224,-0.364,0.179,0.000603,-0.000392,-0.0538
"2011_09_28/2011_09_28_drive_0057_extract/image_03/data","kitti,image_03,2011_09_28,0057,test",1392,512,904,696,902,224,-0.364,0.179,0.000603,-0.000392,-0.0538
"2011_09_28/2011_09_28_drive_0065_extract/image_03/data","kitti,image_03,2011_09_28,0065,test",1392,512,904,696,902,224,-0.364,0.179,0.000603,-0.000392,-0.0538
"2011_09_28/2011_09_28_drive_0066_extract/image_03/data","kitti,image_03,2011_09_28,0066,test",1392,512,904,696,902,224,-0.364,0.179,0.000603,-0.000392,-0.0538
"2011_09_28/2011_09_28_drive_0068_extract/image_03/data","kitti,image_03,2011_09_28,0068,test",1392,512,904,696,902,224,-0.364,0.179,0.000603,-0.000392,-0.0538
"2011_09_28/2011_09_28_drive_0070_extract/image_03/data","kitti,image_03,2011_09_28,0070,test",1392,512,904,696,902,224,-0.364,0.179,0.000603,-0.000392,-0.0538
"2011_09_28/2011_09_28_drive_0071_extract/image_03/data","kitti,image_03,2011_09_28,0071,test",1392,512,904,696,902,224,-0.364,0.179,0.000603,-0.000392,-0.0538
"2011_09_28/2011_09_28_drive_0075_extract/image_03/data","kitti,image_03,2011_09_28,0075,test",1392,512,904,696,902,224,-0.364,0.179,0.000603,-0.000392,-0.0538
"2011_09_28/2011_09_28_drive_0077_extract/image_03/data","kitti,image_03,2011_09_28,0077,test",1392,512,904,696,902,224,-0.364,0.179,0.000603,-0.000392,-0.0538
"2011_09_28/2011_09_28_drive_0078_extract/image_03/data","kitti,image_03,2011_09_28,0078,test",1392,512,904,696,902,224,-0.364,0.179,0.000603,-0.000392,-0.0538
"2011_09_28/2011_09_28_drive_0080_extract/image_03/data","kitti,image_03,2011_09_28,0080,test",1392,512,904,696,902,224,-0.364,0.179,0.000603,-0.000392,-0.0538
"2011_09_28/2011_09_28_drive_0082_extract/image_03/data","kitti,image_03,2011_09_28,0082,test",1392,512,904,696,902,224,-0.364,0.179,0.000603,-0.000392,-0.0538
"2011_09_28/2011_09_28_drive_0086_extract/image_03/data","kitti,image_03,2011_09_28,0086,test",1392,512,904,696,902,224,-0.364,0.179,0.000603,-0.000392,-0.0538
"2011_09_28/2011_09_28_drive_0087_extract/image_03/data","kitti,image_03,2011_09_28,0087,test",1392,512,904,696,902,224,-0.364,0.179,0.000603,-0.000392,-0.0538
"2011_09_28/2011_09_28_drive_0089_extract/image_03/data","kitti,image_03,2011_09_28,0089,test",1392,512,904,696,902,224,-0.364,0.179,0.000603,-0.000392,-0.0538
"2011_09_28/2011_09_28_drive_0090_extract/image_03/data","kitti,image_03,2011_09_28,0090,test",1392,512,904,696,902,224,-0.364,0.179,0.000603,-0.000392,-0.0538
"2011_09_28/2011_09_28_drive_0094_extract/image_03/data","kitti,image_03,2011_09_28,0094,test",1392,512,904,696,902,224,-0.364,0.179,0.000603,-0.000392,-0.0538
"2011_09_28/2011_09_28_drive_0095_extract/image_03/data","kitti,image_03,2011_09_28,0095,test",1392,512,904,696,902,224,-0.364,0.179,0.000603,-0.000392,-0.0538
"2011_09_28/2011_09_28_drive_0096_extract/image_03/data","kitti,image_03,2011_09_28,0096,test",1392,512,904,696,902,224,-0.364,0.179,0.000603,-0.000392,-0.0538
"2011_09_28/2011_09_28_drive_0098_extract/image_03/data","kitti,image_03,2011_09_28,0098,test",1392,512,904,696,902,224,-0.364,0.179,0.000603,-0.000392,-0.0538
"2011_09_28/2011_09_28_drive_0100_extract/image_03/data","kitti,image_03,2011_09_28,0100,test",1392,512,904,696,902,224,-0.364,0.179,0.000603,-0.000392,-0.0538
"2011_09_28/2011_09_28_drive_0102_extract/image_03/data","kitti,image_03,2011_09_28,0102,test",1392,512,904,696,902,224,-0.364,0.179,0.000603,-0.000392,-0.0538
"2011_09_28/2011_09_28_drive_0103_extract/image_03/data","kitti,image_03,2011_09_28,0103,test",1392,512,904,696,902,224,-0.364,0.179,0.000603,-0.000392,-0.0538
"2011_09_28/2011_09_28_drive_0104_extract/image_03/data","kitti,image_03,2011_09_28,0104,test",1392,512,904,696,902,224,-0.364,0.179,0.000603,-0.000392,-0.0538
"2011_09_28/2011_09_28_drive_0106_extract/image_03/data","kitti,image_03,2011_09_28,0106,test",1392,512,904,696,902,224,-0.364,0.179,0.000603,-0.000392,-0.0538
"2011_09_28/2011_09_28_drive_0108_extract/image_03/data","kitti,image_03,2011_09_28,0108,test",1392,512,904,696,902,224,-0.364,0.179,0.000603,-0.000392,-0.0538
"2011_09_28/2011_09_28_drive_0110_extract/image_03/data","kitti,image_03,2011_09_28,0110,test",1392,512,904,696,902,224,-0.364,0.179,0.000603,-0.000392,-0.0538
"2011_09_28/2011_09_28_drive_0113_extract/image_03/data","kitti,image_03,2011_09_28,0113,test",1392,512,904,696,902,224,-0.364,0.179,0.000603,-0.000392,-0.0538
"2011_09_28/2011_09_28_drive_0117_extract/image_03/data","kitti,image_03,2011_09_28,0117,test",1392,512,904,696,902,224,-0.364,0.179,0.000603,-0.000392,-0.0538
"2011_09_28/2011_09_28_drive_0119_extract/image_03/data","kitti,image_03,2011_09_28,0119,test",1392,512,904,696,902,224,-0.364,0.179,0.000603,-0.000392,-0.0538
"2011_09_28/2011_09_28_drive_0121_extract/image_03/data","kitti,image_03,2011_09_28,0121,test",1392,512,904,696,902,224,-0.364,0.179,0.000603,-0.000392,-0.0538
"2011_09_28/2011_09_28_drive_0122_extract/image_03/data","kitti,image_03,2011_09_28,0122,test",1392,512,904,696,902,224,-0.364,0.179,0.000603,-0.000392,-0.0538
"2011_09_28/2011_09_28_drive_0125_extract/image_03/data","kitti,image_03,2011_09_28,0125,test",1392,512,904,696,902,224,-0.364,0.179,0.000603,-0.000392,-0.0538
"2011_09_28/2011_09_28_drive_0126_extract/image_03/data","kitti,image_03,2011_09_28,0126,test",1392,512,904,696,902,224,-0.364,0.179,0.000603,-0.000392,-0.0538
"2011_09_28/2011_09_28_drive_0128_extract/image_03/data","kitti,image_03,2011_09_28,0128,test",1392,512,904,696,902,224,-0.364,0.179,0.000603,-0.000392,-0.0538
"2011_09_28/2011_09_28_drive_0132_extract/image_03/data","kitti,image_03,2011_09_28,0132,test",1392,512,904,696,902,224,-0.364,0.179,0.000603,-0.000392,-0.0538
"2011_09_28/2011_09_28_drive_0134_extract/image_03/data","kitti,image_03,2011_09_28,0134,test",1392,512,904,696,902,224,-0.364,0.179,0.000603,-0.000392,-0.0538
"2011_09_28/2011_09_28_drive_0135_extract/image_03/data","kitti,image_03,2011_09_28,0135,test",1392,512,904,696,902,224,-0.364,0.179,0.000603,-0.000392,-0.0538
"2011_09_28/2011_09_28_drive_0136_extract/image_03/data","kitti,image_03,2011_09_28,0136,test",1392,512,904,696,902,224,-0.364,0.179,0.000603,-0.000392,-0.0538
"2011_09_28/2011_09_28_drive_0138_extract/image_03/data","kitti,image_03,2011_09_28,0138,test",1392,512,904,696,902,224,-0.364,0.179,0.000603,-0.000392,-0.0538
"2011_09_28/2011_09_28_drive_0141_extract/image_03/data","kitti,image_03,2011_09_28,0141,test",1392,512,904,696,902,224,-0.364,0.179,0.000603,-0.000392,-0.0538
"2011_09_28/2011_09_28_drive_0143_extract/image_03/data","kitti,image_03,2011_09_28,0143,test",1392,512,904,696,902,224,-0.364,0.179,0.000603,-0.000392,-0.0538
"2011_09_28/2011_09_28_drive_0145_extract/image_03/data","kitti,image_03,2011_09_28,0145,test",1392,512,904,696,902,224,-0.364,0.179,0.000603,-0.000392,-0.0538
"2011_09_28/2011_09_28_drive_0146_extract/image_03/data","kitti,image_03,2011_09_28,0146,test",1392,512,904,696,902,224,-0.364,0.179,0.000603,-0.000392,-0.0538
"2011_09_28/2011_09_28_drive_0149_extract/image_03/data","kitti,image_03,2011_09_28,0149,test",1392,512,904,696,902,224,-0.364,0.179,0.000603,-0.000392,-0.0538
"2011_09_28/2011_09_28_drive_0153_extract/image_03/data","kitti,image_03,2011_09_28,0153,test",1392,512,904,696,902,224,-0.364,0.179,0.000603,-0.000392,-0.0538
"2011_09_28/2011_09_28_drive_0154_extract/image_03/data","kitti,image_03,2011_09_28,0154,test",1392,512,904,696,902,224,-0.364,0.179,0.000603,-0.000392,-0.0538
"2011_09_28/2011_09_28_drive_0155_extract/image_03/data","kitti,image_03,2011_09_28,0155,test",1392,512,904,696,902,224,-0.364,0.179,0.000603,-0.000392,-0.0538
"2011_09_28/2011_09_28_drive_0156_extract/image_03/data","kitti,image_03,2011_09_28,0156,test",1392,512,904,696,902,224,-0.364,0.179,0.000603,-0.000392,-0.0538
"2011_09_28/2011_09_28_drive_0160_extract/image_03/data","kitti,image_03,2011_09_28,0160,test",1392,512,904,696,902,224,-0.364,0.179,0.000603,-0.000392,-0.0538
"2011_09_28/2011_09_28_drive_0161_extract/image_03/data","kitti,image_03,2011_09_28,0161,test",1392,512,904,696,902,224,-0.364,0.179,0.000603,-0.000392,-0.0538
"2011_09_28/2011_09_28_drive_0162_extract/image_03/data","kitti,image_03,2011_09_28,0162,test",1392,512,904,696,902,224,-0.364,0.179,0.000603,-0.000392,-0.0538
"2011_09_28/2011_09_28_drive_0165_extract/image_03/data","kitti,image_03,2011_09_28,0165,test",1392,512,904,696,902,224,-0.364,0.179,0.000603,-0.000392,-0.0538
"2011_09_28/2011_09_28_drive_0166_extract/image_03/data","kitti,image_03,2011_09_28,0166,test",1392,512,904,696,902,224,-0.364,0.179,0.000603,-0.000392,-0.0538
"2011_09_28/2011_09_28_drive_0167_extract/image_03/data","kitti,image_03,2011_09_28,0167,test",1392,512,904,696,902,224,-0.364,0.179,0.000603,-0.000392,-0.0538
"2011_09_28/2011_09_28_drive_0168_extract/image_03/data","kitti,image_03,2011_09_28,0168,test",1392,512,904,696,902,224,-0.364,0.179,0.000603,-0.000392,-0.0538
"2011_09_28/2011_09_28_drive_0171_extract/image_03/data","kitti,image_03,2011_09_28,0171,test",1392,512,904,696,902,224,-0.364,0.179,0.000603,-0.000392,-0.0538
"2011_09_28/2011_09_28_drive_0174_extract/image_03/data","kitti,image_03,2011_09_28,0174,test",1392,512,904,696,902,224,-0.364,0.179,0.000603,-0.000392,-0.0538
"2011_09_28/2011_09_28_drive_0177_extract/image_03/data","kitti,image_03,2011_09_28,0177,test",1392,512,904,696,902,224,-0.364,0.179,0.000603,-0.000392,-0.0538
"2011_09_28/2011_09_28_drive_0179_extract/image_03/data","kitti,image_03,2011_09_28,0179,test",1392,512,904,696,902,224,-0.364,0.179,0.000603,-0.000392,-0.0538
"2011_09_28/2011_09_28_drive_0183_extract/image_03/data","kitti,image_03,2011_09_28,0183,test",1392,512,904,696,902,224,-0.364,0.179,0.000603,-0.000392,-0.0538
"2011_09_28/2011_09_28_drive_0184_extract/image_03/data","kitti,image_03,2011_09_28,0184,test",1392,512,904,696,902,224,-0.364,0.179,0.000603,-0.000392,-0.0538
"2011_09_28/2011_09_28_drive_0185_extract/image_03/data","kitti,image_03,2011_09_28,0185,test",1392,512,904,696,902,224,-0.364,0.179,0.000603,-0.000392,-0.0538
"2011_09_28/2011_09_28_drive_0186_extract/image_03/data","kitti,image_03,2011_09_28,0186,test",1392,512,904,696,902,224,-0.364,0.179,0.000603,-0.000392,-0.0538
"2011_09_28/2011_09_28_drive_0187_extract/image_03/data","kitti,image_03,2011_09_28,0187,test",1392,512,904,696,902,224,-0.364,0.179,0.000603,-0.000392,-0.0538
"2011_09_28/2011_09_28_drive_0191_extract/image_03/data","kitti,image_03,2011_09_28,0191,test",1392,512,904,696,902,224,-0.364,0.179,0.000603,-0.000392,-0.0538
"2011_09_28/2011_09_28_drive_0192_extract/image_03/data","kitti,image_03,2011_09_28,0192,test",1392,512,904,696,902,224,-0.364,0.179,0.000603,-0.000392,-0.0538
"2011_09_28/2011_09_28_drive_0195_extract/image_03/data","kitti,image_03,2011_09_28,0195,test",1392,512,904,696,902,224,-0.364,0.179,0.000603,-0.000392,-0.0538
"2011_09_28/2011_09_28_drive_0198_extract/image_03/data","kitti,image_03,2011_09_28,0198,test",1392,512,904,696,902,224,-0.364,0.179,0.000603,-0.000392,-0.0538
"2011_09_28/2011_09_28_drive_0199_extract/image_03/data","kitti,image_03,2011_09_28,0199,test",1392,512,904,696,902,224,-0.364,0.179,0.000603,-0.000392,-0.0538
"2011_09_28/2011_09_28_drive_0201_extract/image_03/data","kitti,image_03,2011_09_28,0201,test",1392,512,904,696,902,224,-0.364,0.179,0.000603,-0.000392,-0.0538
"2011_09_28/2011_09_28_drive_0204_extract/image_03/data","kitti,image_03,2011_09_28,0204,test",1392,512,904,696,902,224,-0.364,0.179,0.000603,-0.000392,-0.0538
"2011_09_28/2011_09_28_drive_0205_extract/image_03/data","kitti,image_03,2011_09_28,0205,test",1392,512,904,696,902,224,-0.364,0.179,0.000603,-0.000392,-0.0538
"2011_09_28/2011_09_28_drive_0208_extract/image_03/data","kitti,image_03,2011_09_28,0208,test",1392,512,904,696,902,224,-0.364,0.179,0.000603,-0.000392,-0.0538
"2011_09_28/2011_09_28_drive_0209_extract/image_03/data","kitti,image_03,2011_09_28,0209,test",1392,512,904,696,902,224,-0.364,0.179,0.000603,-0.000392,-0.0538
"2011_09_28/2011_09_28_drive_0214_extract/image_03/data","kitti,image_03,2011_09_28,0214,test",1392,512,904,696,902,224,-0.364,0.179,0.000603,-0.000392,-0.0538
"2011_09_28/2011_09_28_drive_0216_extract/image_03/data","kitti,image_03,2011_09_28,0216,test",1392,512,904,696,902,224,-0.364,0.179,0.000603,-0.000392,-0.0538
"2011_09_28/2011_09_28_drive_0220_extract/image_03/data","kitti,image_03,2011_09_28,0220,test",1392,512,904,696,902,224,-0.364,0.179,0.000603,-0.000392,-0.0538
"2011_09_28/2011_09_28_drive_0222_extract/image_03/data","kitti,image_03,2011_09_28,0222,test",1392,512,904,696,902,224,-0.364,0.179,0.000603,-0.000392,-0.0538
"2011_09_28/2011_09_28_drive_0225_extract/image_03/data","kitti,image_03,2011_09_28,0225,test",1392,512,904,696,902,224,-0.364,0.179,0.000603,-0.000392,-0.0538
"2011_09_29/2011_09_29_drive_0004_extract/image_03/data","kitti,image_03,2011_09_29,0004,test",1392,512,904,696,902,224,-0.364,0.179,0.000603,-0.000392,-0.0538
"2011_09_29/2011_09_29_drive_0026_extract/image_03/data","kitti,image_03,2011_09_29,0026,test",1392,512,904,696,902,224,-0.364,0.179,0.000603,-0.000392,-0.0538
"2011_09_29/2011_09_29_drive_0071_extract/image_03/data","kitti,image_03,2011_09_29,0071,test",1392,512,904,696,902,224,-0.364,0.179,0.000603,-0.000392,-0.0538
"2011_09_29/2011_09_29_drive_0108_extract/image_03/data","kitti,image_03,2011_09_29,0108,test",1392,512,904,696,902,224,-0.364,0.179,0.000603,-0.000392,-0.0538
"2011_09_30/2011_09_30_drive_0016_extract/image_03/data","kitti,image_03,2011_09_30,0016,test",1392,512,904,696,902,224,-0.364,0.179,0.000603,-0.000392,-0.0538
"2011_09_30/2011_09_30_drive_0018_extract/image_03/data","kitti,image_03,2011_09_30,0018,test",1392,512,904,696,902,224,-0.364,0.179,0.000603,-0.000392,-0.0538
"2011_09_30/2011_09_30_drive_0020_extract/image_03/data","kitti,image_03,2011_09_30,0020,test",1392,512,904,696,902,224,-0.364,0.179,0.000603,-0.000392,-0.0538
"2011_09_30/2011_09_30_drive_0027_extract/image_03/data","kitti,image_03,2011_09_30,0027,test",1392,512,904,696,902,224,-0.364,0.179,0.000603,-0.000392,-0.0538
"2011_09_30/2011_09_30_drive_0028_extract/image_03/data","kitti,image_03,2011_09_30,0028,test",1392,512,904,696,902,224,-0.364,0.179,0.000603,-0.000392,-0.0538
"2011_09_30/2011_09_30_drive_0033_extract/image_03/data","kitti,image_03,2011_09_30,0033,test",1392,512,904,696,902,224,-0.364,0.179,0.000603,-0.000392,-0.0538
"2011_09_30/2011_09_30_drive_0034_extract/image_03/data","kitti,image_03,2011_09_30,0034,test",1392,512,904,696,902,224,-0.364,0.179,0.000603,-0.000392,-0.0538
"2011_09_30/2011_09_30_drive_0072_extract/image_03/data","kitti,image_03,2011_09_30,0072,test",1392,512,904,696,902,224,-0.364,0.179,0.000603,-0.000392,-0.0538
"2011_10_03/2011_10_03_drive_0027_extract/image_03/data","kitti,image_03,2011_10_03,0027,test",1392,512,904,696,902,224,-0.364,0.179,0.000603,-0.000392,-0.0538
"2011_10_03/2011_10_03_drive_0034_extract/image_03/data","kitti,image_03,2011_10_03,0034,test",1392,512,904,696,902,224,-0.364,0.179,0.000603,-0.000392,-0.0538
"2011_10_03/2011_10_03_drive_0042_extract/image_03/data","kitti,image_03,2011_10_03,0042,test",1392,512,904,696,902,224,-0.364,0.179,0.000603,-0.000392,-0.0538
"2011_10_03/2011_10_03_drive_0047_extract/image_03/data","kitti,image_03,2011_10_03,0047,test",1392,512,904,696,902,224,-0.364,0.179,0.000603,-0.000392,-0.0538
"2011_10_03/2011_10_03_drive_0058_extract/image_03/data","kitti,image_03,2011_10_03,0058,test",1392,512,904,696,902,224,-0.364,0.179,0.000603,-0.000392,-0.0538
